Start,GetPodsTime,Wanted,Running,Creating,Pending,Terminating,Error,Total Active Memory,Total Free Memory,Total Available,Total Buffers,Total Cached,Active,0,1,2,3,Free,0,1,2,3,Available,0,1,2,3,Buffers,0,1,2,3,Cached,0,1,2,3
161,1,77,0,0,77,0,0,1695512,91860896,127816220,20960,37189508,,496184,400572,398412,400344,,22607728,23219692,23225072,22808404,,31869208,31982360,31985424,31979228,,5240,5240,5240,5240,,9568616,9072368,9070144,9478380
163,1,78,0,0,78,0,0,1694820,91862836,127818184,20960,37189516,,496388,400340,398168,399924,,22606940,23219696,23225444,22810756,,31868428,31982376,31985796,31981584,,5240,5240,5240,5240,,9568620,9072384,9070136,9478376
166,0,79,0,0,79,0,0,1695664,91863484,127818852,20960,37189580,,496368,400556,398260,400480,,22607216,23218772,23224432,22813064,,31868700,31981460,31984792,31983900,,5240,5240,5240,5240,,9568636,9072400,9070160,9478384
168,0,80,0,0,80,0,0,1697920,91860820,127818276,20960,37191644,,496708,400640,400184,400388,,22609128,23218600,23222948,22810144,,31870628,31981296,31985360,31980992,,5240,5240,5240,5240,,9568640,9072404,9072196,9478404
170,0,81,0,0,81,0,0,1697312,91858952,127816436,20960,37191680,,496260,400592,400200,400260,,22608276,23222488,23218984,22809204,,31869776,31985192,31981412,31980056,,5240,5240,5240,5240,,9568644,9072408,9072224,9478404
172,0,82,0,0,82,0,0,1697464,91860792,127818316,20960,37191696,,496548,400484,400264,400168,,22607476,23223560,23220840,22808916,,31868988,31986272,31983276,31979780,,5240,5240,5240,5240,,9568648,9072412,9072224,9478412
174,0,83,0,0,83,0,0,1696876,91866388,127823952,20960,37191768,,496400,400396,400252,399828,,22607256,23222936,23224704,22811492,,31868776,31985660,31987148,31982368,,5240,5240,5240,5240,,9568664,9072424,9072244,9478436
176,0,84,0,0,84,0,0,1700140,91862584,127822228,20960,37193816,,498724,400588,400256,400572,,22606304,23223028,23223768,22809484,,31869876,31985760,31986224,31980368,,5240,5240,5240,5240,,9570708,9072432,9072244,9478432
178,0,85,0,0,85,0,0,1699920,91859080,127818772,20960,37193892,,498988,400532,400100,400300,,22605004,23222456,23222100,22809520,,31868592,31985204,31984560,31980416,,5240,5240,5240,5240,,9570732,9072456,9072252,9478452
180,0,86,0,0,86,0,0,1700076,91863360,127823084,20960,37193904,,498868,400664,400392,400152,,22609504,23222464,23222124,22809268,,31873096,31985216,31984600,31980172,,5240,5240,5240,5240,,9570732,9072452,9072260,9478460
182,1,87,0,0,87,0,0,1699284,91859332,127819072,20960,37193936,,498372,400472,400184,400256,,22608384,23220604,23220584,22809760,,31871984,31983360,31983060,31980668,,5240,5240,5240,5240,,9570740,9072468,9072272,9478456
184,1,88,0,0,88,0,0,1699324,91859116,127818904,20960,37193972,,498316,400576,400168,400264,,22608656,23222000,23221700,22806760,,31872268,31984772,31984188,31977676,,5240,5240,5240,5240,,9570756,9072480,9072272,9478464
186,1,89,0,0,89,0,0,1699612,91859696,127819512,20960,37194020,,498588,400476,400416,400132,,22607892,23222012,23220400,22809392,,31871508,31984788,31982896,31980320,,5240,5240,5240,5240,,9570752,9072484,9072296,9478488
189,0,90,0,0,90,0,0,1699612,91862140,127822000,20960,37194060,,498412,400332,400100,400768,,22607480,23222280,23223524,22808856,,31871108,31985064,31986032,31979796,,5240,5240,5240,5240,,9570764,9072496,9072304,9478496
191,0,91,0,0,91,0,0,1699048,91857496,127817408,20960,37194100,,498308,400592,400216,399932,,22605676,23222120,23222172,22807528,,31869320,31984916,31984696,31978476,,5240,5240,5240,5240,,9570792,9072496,9072308,9478504
193,0,92,0,0,92,0,0,1699532,91858604,127818540,20960,37194116,,498856,400548,399996,400132,,22605260,23221896,23222140,22809308,,31868912,31984700,31984664,31980264,,5240,5240,5240,5240,,9570788,9072504,9072316,9478508
195,0,93,0,0,93,0,0,1699468,91858296,127818264,20960,37194156,,498620,400452,400324,400072,,22606176,23219892,23222096,22810132,,31869832,31982704,31984636,31981092,,5240,5240,5240,5240,,9570800,9072512,9072336,9478508
197,0,94,0,0,94,0,0,1698800,91855780,127815792,20960,37194204,,498636,400296,399944,399924,,22606848,23219352,23220532,22809048,,31870512,31982180,31983084,31980016,,5240,5240,5240,5240,,9570816,9072528,9072344,9478516
199,0,95,0,0,95,0,0,1699784,91858684,127818720,20960,37194224,,498480,400772,400520,400012,,22606892,23220364,23222544,22808884,,31870568,31983196,31985096,31979860,,5240,5240,5240,5240,,9570820,9072544,9072336,9478524
201,0,96,0,0,96,0,0,1699800,91853288,127813376,20960,37194272,,498736,400808,400176,400080,,22604168,23220816,23219540,22808764,,31867856,31983664,31982108,31979748,,5240,5240,5240,5240,,9570828,9072552,9072360,9478532
203,0,97,0,0,97,0,0,1700036,91856280,127816384,20960,37194292,,498832,400920,400440,399844,,22604352,23221184,23223472,22807272,,31868044,31984032,31986040,31978268,,5240,5240,5240,5240,,9570840,9072548,9072360,9478544
205,1,98,0,0,98,0,0,1699576,91858832,127818968,20960,37194332,,498872,400636,400520,399548,,22607032,23221584,23222916,22807300,,31870732,31984440,31985492,31978304,,5240,5240,5240,5240,,9570844,9072560,9072376,9478552
207,1,99,0,0,99,0,0,1699880,91857116,127817304,20960,37194372,,498688,400688,400480,400024,,22606408,23221692,23221116,22807900,,31870120,31984560,31983712,31978912,,5240,5240,5240,5240,,9570852,9072572,9072388,9478560
210,0,100,0,0,100,0,0,1701036,91858068,127818292,20960,37194408,,498832,400512,400024,401668,,22604236,23222660,23220616,22810556,,31867960,31985536,31983212,31981584,,5240,5240,5240,5240,,9570864,9072576,9072380,9478588
