Iteration,Elapsed,Running,Creating,Terminating,Evicted,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,Free,0,1,2,3,4
170,1375,61,70,59,0,21823416,10551860,,4984268,4441716,8675912,3721520,0,,455164,1575220,2122228,6399248,0
171,1381,61,70,59,0,21773192,10814656,,4908200,4441624,8703984,3719384,0,,770672,1575236,2073016,6395732,0
172,1387,61,70,59,0,21813768,10339596,,4963896,4439964,8689704,3720204,0,,143120,1566172,2231660,6398644,0
173,1393,61,70,59,0,21787148,10184976,,4927848,4440308,8707292,3711700,0,,139576,1566020,2071688,6407692,0
174,1399,61,70,59,0,21744760,10325040,,4974348,4439232,8619768,3711412,0,,141208,1554528,2221012,6408292,0
175,1404,61,70,59,0,21711708,10173712,,4842216,4440476,8708648,3720368,0,,151432,1553632,2069648,6399000,0
176,1410,61,70,59,0,21630232,10198328,,4770388,4440076,8689896,3729872,0,,153752,1553740,2101376,6389460,0
177,1416,61,70,59,0,21678660,10628088,,4798932,4442276,8714876,3722576,0,,615488,1551480,2063452,6397668,0
178,1422,61,70,59,0,21676404,10690944,,4916384,4442124,8580544,3737352,0,,486140,1552124,2279124,6373556,0
179,1428,61,70,59,0,21795588,10516852,,4910352,4482780,8646372,3756084,0,,490156,1509632,2164208,6352856,0
180,1434,61,70,59,0,21788396,10524168,,4919088,4441880,8676320,3751108,0,,480040,1548504,2138688,6356936,0
181,1440,61,70,59,0,21819132,10448504,,4907832,4442540,8715516,3753244,0,,484908,1547660,2058268,6357668,0
182,1446,61,70,59,0,21822436,10438028,,4923384,4440460,8710044,3748548,0,,458520,1549836,2063924,6365748,0
183,1451,61,70,59,0,21774480,12399316,,4897724,4440792,8710160,3725804,0,,2396464,1549960,2063960,6388932,0
184,1457,61,70,59,0,21680012,11888412,,4872204,4440312,8644092,3723404,0,,1757588,1550568,2188680,6391576,0
185,1463,63,68,59,0,21845952,11433848,,4993684,4441056,8673220,3737992,0,,1369944,1549740,2137700,6376464,0
186,1469,64,67,59,0,21829064,11048548,,5005024,4439840,8659108,3725092,0,,955980,1550672,2153184,6388712,0
187,1475,64,67,59,0,21846632,10565928,,4986384,4440844,8694028,3725376,0,,696748,1389808,2090816,6388556,0
188,1481,64,67,51,0,21911376,10386196,,4980300,4493836,8708288,3728952,0,,693272,1236384,2071076,6385464,0
189,1487,64,67,51,0,21307676,11371192,,4898832,4442744,8233728,3732372,0,,715760,1289500,2988060,6377872,0
190,1492,64,67,51,0,21233172,10780580,,4891764,4442968,8169508,3728932,0,,720716,1289320,2388812,6381732,0
191,1498,64,67,37,0,21233380,9145000,,4901156,4441420,8157612,3733192,0,,707776,1271560,784488,6381176,0
