Iteration,Elapsed,Running,Creating,Terminating,Total Active Memory,Total Free Memory, Active,0,1,2,3,Free,0,1,2,3
176,1,175,0,0,25738040,86727092,,4550976,4777660,8023884,8385520,,25068796,23713928,19171752,18772616
177,3,177,0,0,25745144,86719556,,4571968,4780288,8024520,8368368,,25049824,23732960,19175936,18760836
178,4,178,0,0,25787116,86662348,,4563152,4809976,8044220,8369768,,25065060,23680260,19147392,18769636
179,5,179,0,0,25766964,86658680,,4564060,4795524,8035324,8372056,,25056256,23701908,19143820,18756696
180,4,180,0,0,25788760,86666392,,4571932,4793680,8044372,8378776,,25076332,23695632,19140948,18753480
181,1,180,0,0,25801528,86676208,,4576408,4793740,8049152,8382228,,25067184,23694572,19145056,18769396
182,3,182,0,0,25836128,86587788,,4577516,4822828,8044528,8391256,,25048944,23657352,19138388,18743104
183,1,182,0,0,25844856,86525520,,4589880,4814712,8047020,8393244,,25016048,23648256,19128564,18732652
184,4,184,0,0,25859568,86548684,,4597520,4810532,8045856,8405660,,25024568,23664972,19134320,18724824
185,8,185,0,0,25859508,86573384,,4588000,4818284,8055840,8397384,,25054784,23658484,19122992,18737124
186,4,186,0,0,25878960,86549888,,4587648,4830560,8058480,8402272,,25046508,23654396,19114496,18734488
187,5,187,0,0,25906744,86488112,,4608040,4822812,8070916,8404976,,25017784,23654516,19095228,18720584
188,4,188,0,0,25909128,86466368,,4597252,4824596,8071544,8415736,,25014372,23640832,19098348,18712816
189,3,189,0,0,25927964,86449088,,4609920,4828488,8071508,8418048,,25000812,23645228,19094168,18708880
190,3,190,0,0,25932448,86423412,,4602108,4843820,8067680,8418840,,25010836,23609872,19108552,18694152
191,4,191,0,0,25967116,86407088,,4610184,4844936,8074348,8437648,,25006416,23609468,19100032,18691172
192,4,192,0,0,25948772,86403796,,4593432,4837724,8086312,8431304,,25010588,23629776,19085920,18677512
193,4,193,0,0,25968872,86418060,,4606144,4840644,8092604,8429480,,25005392,23627260,19088844,18696564
194,1,193,0,0,26021328,86350720,,4605892,4857752,8116280,8441404,,25004240,23600720,19066468,18679292
195,1,194,0,0,26019728,86331640,,4611696,4856696,8120344,8430992,,25004144,23599628,19032928,18694940
196,1,195,0,0,26026048,86320828,,4615648,4857216,8102008,8451176,,24997148,23600708,19066212,18656760
197,3,197,0,0,26053460,86309112,,4638512,4858916,8102944,8453088,,24973688,23607760,19053100,18674564
198,1,197,0,0,26064668,86266436,,4624460,4896160,8099412,8444636,,24976556,23569500,19051220,18669160
199,5,199,0,0,26043656,86251676,,4622580,4873172,8108128,8439776,,24965688,23580744,19036072,18669172
200,1,199,0,0,26061344,86273144,,4629120,4875508,8104692,8452024,,24969140,23596660,19038560,18668784
201,1,200,0,0,26033892,86315496,,4636692,4877632,8110644,8408924,,24964756,23600596,19044384,18705760
202,1,201,0,0,26063148,86254324,,4633296,4892000,8128076,8409776,,24963452,23581160,19006256,18703456
203,2,202,0,0,26092352,86231508,,4635060,4891496,8125236,8440560,,24971660,23568772,19031860,18659216
204,3,204,0,0,26125252,86174484,,4661144,4887884,8142720,8433504,,24922192,23575120,19004552,18672620
205,5,205,0,0,26157844,86162104,,4661444,4899448,8140164,8456788,,24946044,23561416,18999508,18655136
206,1,205,0,0,26137160,86177164,,4646428,4906500,8140608,8443624,,24950704,23563188,19002144,18661128
207,3,207,0,0,26130112,86149952,,4647308,4897008,8144620,8441176,,24935708,23549928,19000236,18664080
208,1,207,0,0,26164460,86103740,,4651836,4905912,8149328,8457384,,24935136,23550108,18984188,18634308
209,0,208,0,0,26154616,86124900,,4678488,4895472,8136532,8444124,,24928484,23544060,18994536,18657820
210,1,209,0,0,26163120,86110720,,4655384,4907376,8138092,8462268,,24936148,23535460,19003184,18635928
211,11,211,0,0,26226892,86060360,,4659036,4929440,8169852,8468564,,24933748,23520312,18978696,18627604
212,1,211,0,0,26209084,86039240,,4661472,4912544,8169288,8465780,,24933992,23528548,18944472,18632228
213,1,212,0,0,26215224,86042848,,4662212,4916528,8163784,8472700,,24915548,23535000,18977136,18615164
214,4,214,0,0,26227940,86065244,,4672380,4925204,8162532,8467824,,24923160,23515408,18988472,18638204
215,4,215,0,0,26268500,85965132,,4682640,4935972,8164852,8485036,,24898420,23497900,18960008,18608804
216,6,216,0,0,26297044,85963120,,4685120,4933604,8170812,8507508,,24902172,23511364,18959520,18590064
